name	lsid	uses	sources	family	page
Chimaphila umbellata (L.) W.P.C.Barton	60442655-2	HF ME	[1, 3, 4, 9]	Hoerold	262
Comarostaphylis discolor (Hook.) Diggs	63753-2	ME	[4]	Hoerold	262
Comarostaphylis glaucescens (Kunth) Zucc. ex Klotzsch	327672-1	EU ME	[3, 4]	Hoerold	262
Corema album (L.) D.Don	324758-1	EU	[3]	Hoerold	262
Cyathodes glauca Labill.	324958-1	MA	[1]	Hoerold	262
Daboecia cantabrica (Huds.) K.Koch	327713-1	EU	[3]		263
Dimorphanthera alpina J.J.Sm.	327762-1	HF	[5]		263
Dimorphanthera amplifolia (F.Muell.) P.F.Stevens	327766-1	SU	[5]		263
Dimorphanthera anchorifera J.J.Sm.	327765-1	AF FU IF MA ME SU	[4, 5]		263
Dimorphanthera collinsii Sleumer	327778-1	SU	[5]		263
Dimorphanthera cornuta J.J.Sm.	327779-1	SU	[5]		263
Dimorphanthera dekockii J.J.Sm.	327783-1	SU	[5]		263
Dimorphanthera denticulifera Sleumer	327784-1	MA SU	[5]		263
Dimorphanthera dryophila Sleumer	327787-1	SU	[5]		263
Dimorphanthera elegantissima K.Schum.	858343-1	EU MA	[5]		263
Dimorphanthera forbesii (F.Muell.) F.Muell.	327790-1	SU	[5]		263
Dimorphanthera kempteriana Schltr.	327799-1	AF EU SU	[5]		263
Dimorphanthera keysseri (Schltr.) P.F Stevens	327800-1	ME	[4, 5]		263
Dimorphanthera robbinsii Sleumer	327827-1	AF	[5]		263
Dimorphanthera velutina Schltr.	327836-1	SU	[5]		263
Diplycosia schramii Sleumer	327964-1	ME	[4, 5]		263
Dracophyllum latifolium A.Cunn.	325041-1	MA	[1]		263
Dracophyllum urvilleanum A.Rich.	325091-1	MA	[1]		263
Elliottia pyroliflora (Bong.) S.W.Brim & P.F.Stevens	90056-2	ME	[4]		263
Empetrum nigrum L.	30371508-2	EU ME	[3, 4]		263
Empetrum rubrum Vahl ex Willd.	324786-1	ME	[4]		263
Enkianthus campanulatus (Miq.) G.Nicholson	328063-1	EU	[3]		263
ex Makino	328066-1	EU	[3]		263
Enkianthus chinensis Franch.	328067-1	EU	[3]		263
Enkianthus deflexus (Griff.) C.K.Schneid.	328068-1	ME	[4]		263
Enkianthus quinqueflorus Lour.	328088-1	EU	[3]		263
Enkianthus serrulatus (E.H.Wilson) C.K.Schneid.	328095-1	EU	[3]		263
Epigaea repens L.	276605-2	EU ME	[1, 3, 4]		263
Erica arborea L.	328204-1	EU FU MA ME	[1, 3, 4, 8]		263
Erica australis L.	328245-1	EU	[3]		263
Erica baccans L.	328257-1	MA	[1]		263
Erica benguelensis (Welw. ex Engl.) E.G.H.Oliv.	969346-1	MA	[1]		263
Erica canaliculata Andrews	328367-1	EU	[3]		263
Erica carnea L.	332092-2	ME	[4]		263
Erica ciliaris L.	328419-1	EU	[3]		263
Erica cinerea L.	328424-1	EU IF ME	[2, 3, 4]		263
Erica cruenta Aiton	328509-1	EU	[3]		263
Erica drakensbergensis Guthrie & Bolus	328597-1	MA	[1]		263
Erica erigena R.Ross	328639-1	EU	[3]		263
Erica gracilis J.C.Wendl.	328805-1	EU	[3]		263
Erica hirtiflora Curtis	328852-1	ME	[4]		263
Erica lusitanica Rudolphi	329044-1	EU	[3]		263
Erica mackaiana Bab.	329058-1	EU	[3]		263
Erica mannii (Hook.f.) Beentje	962362-1	MA	[1]		263
Erica multiflora L.	329147-1	EU IF MA ME	[1, 3, 4]		263
Erica scoparia L.	329579-1	EU MA	[1, 3]		263
Erica simii (S.Moore) E.G.H.Oliv.	944804-1	MA			263
Erica spiculifolia Salisb.	329646-1	EU ME	[3, 4]		263
Erica terminalis Salisb.	329733-1	EU	[3]		263
Erica tetralix L.	329737-1	EU ME	[3, 4]		263
Erica triflora L.	329782-1	MA	[1]		263
Erica tristis Bartl.	329785-1	MA			263
Gaultheria acuminata Schltdl. & Cham.	330453-1	ME	[4]		263
Gaultheria anastomosans (Mutis ex L.f.) Kunth	330459-1	ME	[4]		263
Gaultheria erecta Vent.	330527-1	MA ME	[1, 4]		263
Gaultheria fragrantissima Wall.	330539-1	MA ME	[1, 4]		263
Gaultheria hispidula (L.) Muhl. ex Bigelow	60443874-2	ME	[4]		263
Gaultheria insana (Molina) D.J.Middleton	277334-2	ME	[4]		263
Gaultheria leucocarpa Blume	330591-1	MA ME	[1, 4, 7]		263
Gaultheria malayana Airy Shaw	330601-1	MA	[1]		263
Gaultheria mucronata (L.f.) Hook. & Arn.	330613-1	EU ME	[3, 4]		263
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	330618-1	ME	[4]		264
Gaultheria nummularioides D.Don	330632-1	HF ME	[4, 7]		264
Gaultheria phillyreifolia (Pers.) Sleumer	107680-2	ME	[4]		264
Gaultheria procumbens L.	330655-1	HF ME	[3, 4]		264
Gaultheria shallon Pursh	317388-2	AF EU HF ME	[3, 4]		264
Gaultheria trichophylla Royle	330725-1	ME	[4]		264
Gaultheria vernalis (Poepp. & Endl.) Kunze ex DC.	330733-1	HF ME SU	[4]		264
Gaylussacia baccata (Wangenh.) K.Koch	858401-1	EU HF ME	[3, 4]		264
Gaylussacia brachycera (Michx.) Torr. & A.Gray	107853-2	EU	[3]		264
Gaylussacia buxifolia Kunth	858406-1	HF	[3]		264
Gaylussacia dumosa (Andrews) Torr. & A.Gray	30043179-2	EU	[3]		264
Gaylussacia frondosa (L.) Torr. & A.Gray	1114142-2	HF	[3]		264
Kalmia angustifolia L.	133210-2	EU HF ME PO	[1, 3, 4]		264
Kalmia buxifolia (P.J.Bergius) Gift & Kron	77095107-1	ME	[4]		264
Kalmia latifolia L.	279164-2	EU MA ME PO	[1, 3, 4]		264
Kalmia microphylla (Hook.) A.Heller	133234-2	ME PO	[3, 4]		264
Kalmia polifolia Wangenh.	330898-1	EU ME	[3, 4]		264
Galasso, Banfi & F.Conti	77070250-1	ME	[4]		264
C.M.Weiller	1012580-1	MA			264
C.M.Weiller	1012590-1	MA ME	[4]		264
Leucopogon malayanus Jack	325372-1	ME	[4]		264
Leucothoe axillaris (Lam.) D.Don	331004-1	ME	[4]		264
Leucothoe davisiae Torr.	331023-1	PO	[3]		264
Leucothoe fontanesiana (Steud.) Sleumer	139255-2	ME	[4]		264
Lissanthe strigosa (Sm.) R.Br.	325521-1	HF	[9]		264
Lyonia ferruginea (Walter) Nutt.	331130-1	EU MA	[1, 3]		264
Lyonia ligustrina (L.) DC.	331146-1	EU	[3]		264
Lyonia lucida (Lam.) K.Koch	331149-1	EU	[3]		264
Lyonia mariana (L.) D.Don	331154-1	ME	[4]		264
Lyonia ovalifolia (Wall.) Drude	60447937-2	MA ME PO	[1, 3, 4]		264
Lyonia villosa (Hook.f. ex C.B.Clarke) Hand.-Mazz.	331196-1	ME PO	[3, 4]		264
Macleania coccoloboides A.C.Sm.	148681-2	ME	[4]		264
Macleania rupestris (Kunth) A.C.Sm.	148722-2	HF ME	[3, 4]		264
Moneses uniflora (L.) A.Gray	331307-1	ME	[3, 4]		264
Monotropa hypopitys L.	163883-2	ME	[4]		264
Monotropa uniflora L.	281016-2	ME	[1, 3, 4]		264
Orthilia secunda (L.) House	176704-2	ME	[4]		264
Oxydendrum arboreum (L.) DC.	1175876-2	EU IF MA ME	[1, 3, 4]		264
Phyllodoce aleutica (Spreng.) A.Heller	195239-2	EU	[3]		264
Phyllodoce caerulea (L.) Bab.	1024147-2	EU	[3]		264
Phyllodoce empetriformis (Sm.) D.Don	30058816-2	EU ME	[3, 4]		264
Pieris floribunda (Pursh) Benth. & Hook.f.	331653-1	EU ME PO	[3, 4]		264
Pieris formosa (Wall.) D.Don	331654-1	EU ME PO	[3, 4]		264
Pieris japonica (Thunb.) D.Don ex G.Don	331662-1	EU ME PO	[3, 4]		264
Pterospora andromedea Nutt.	582569-1	ME	[4]		264
Pyrola americana G.Don	331792-1	ME	[4]		264
Pyrola asarifolia Michx.	214878-2	ME	[3, 4]		264
Pyrola calliantha Andres	706937-1	ME	[4]		264
Pyrola chlorantha Sw.	331799-1	ME	[4]		264
Pyrola decorata Andres	706947-1	ME	[4]		264
Pyrola elliptica Nutt.	331810-1	ME	[4]		264
Pyrola japonica Alef.	60463201-2	ME	[4]		264
Pyrola media Sw.	331825-1	ME	[1, 4]		264
Pyrola picta Sm.	331838-1	ME	[4]		264
Pyrola rotundifolia L.	331846-1	ME	[1, 3, 4]		264
Rhododendron aberconwayi Cowan	331863-1	EU	[3]		264
Rhododendron adenogynum Diels	331873-1	GS	[3]		264
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	331901-1	ME PO	[3, 4]		265
Rhododendron anthopogon D.Don	331933-1	ME	[4]		265
Rhododendron arborescens (Pursh) Torr.	30079394-2	EU	[3]		265
Rhododendron arboreum Sm.	331945-1	EU FU MA ME	[1, 3, 4]		265
Rhododendron argyrophyllum Franch.	331953-1	EU	[3]		265
Rhododendron atlanticum (Ashe) Rehder	219441-2	EU	[3]		265
Rhododendron augustinii Hemsl.	331981-1	EU	[3]		265
Rhododendron aureum Georgi	331982-1	ME	[1, 4]		265
Rhododendron auriculatum Hemsl.	331984-1	GS	[3]		265
Rhododendron barbatum Wall. ex G.Don	332003-1	EU GS MA ME	[1, 3, 4]		265
Rhododendron basilicum Balf.f. & W.W.Sm.	332005-1	EU	[3]		265
Rhododendron beyerinckianum Koord.	332017-1	SU			265
Rhododendron caespitosum Sleumer	332076-1	SU	[5]		265
Rhododendron calendulaceum (Michx.) Torr.	30159718-2	GS ME	[3, 4]		265
Rhododendron callimorphum Balf.f. & W.W.Sm.	332086-1	EU	[3]		265
Rhododendron calophytum Franch.	332089-1	EU	[3]		265
Rhododendron campanulatum D.Don	332096-1	EU MA ME	[1, 3, 4]		265
Rhododendron campylocarpum Hook.f.	332098-1	GS ME	[3, 4]		265
Rhododendron campylogynum Franch.	332099-1	EU	[3]		265
Rhododendron camtschaticum Pall.	219456-2	EU			265
Rhododendron canescens (Michx.) Sweet	30117552-2	EU	[3]		265
Rhododendron catawbiense Michx.	332124-1	EU	[3]		265
Rhododendron cephalanthum Franch.	332132-1	EU	[3]		265
Rhododendron cerasinum Tagg	332136-1	EU	[3]		265
Rhododendron ciliatum Hook.f.	332189-1	GS	[3]		265
Rhododendron ciliicalyx Franch.	332190-1	MA	[1]		265
Rhododendron cinnabarinum Hook.f.	332197-1	EU GS ME	[3, 4]		265
Rhododendron columbianum (Piper) Harmaja	947975-1	ME PO	[3, 4]		265
Rhododendron commonae F.Först.	332221-1	MA	[5]		265
Rhododendron coriaceum Franch.	332241-1	EU	[3]		265
Rhododendron correoides J.J.Sm.	332244-1	MA	[5]		265
Rhododendron culminicola F.Muell.	332272-1	ME	[4]		265
Rhododendron dalhousieae Hook.f.	332291-1	GS ME	[3, 4]		265
Rhododendron dauricum L.	326359-2	EU ME	[3, 4]		265
Rhododendron davidsonianum Rehder & E.H.Wilson	332302-1	EU	[3]		265
Rhododendron decipiens Lacaita	332306-1	ME	[4]		265
Rhododendron decorum Franch.	332307-1	ME	[4]		265
Rhododendron delavayi Franch.	332312-1	ME	[4]		265
Rhododendron dendricola Hutch.	332316-1	GS MA	[1, 3]		265
Rhododendron dielsianum Schltr.	332335-1	ME	[4]		265
Rhododendron discolor Franch.	332341-1	GS	[3]		265
Rhododendron falconeri Hook.f.	332411-1	ME	[4]		265
Rhododendron fastigiatum Franch.	332416-1	GS	[3]		265
Rhododendron ferrugineum L.	332420-1	MA ME	[1, 2, 3, 4]		265
Rhododendron forrestii Balf.f. ex Diels	332445-1	EU	[3]		265
Rhododendron fulgens Hook.f.	332462-1	MA ME	[1, 4]		265
Rhododendron fulvum Balf.f. & W.W.Sm.	332466-1	EU	[3]		265
Rhododendron gaultheriifolium J.J.Sm.	332474-1	FU			265
Rhododendron gracilentum F.Muell.	332515-1	EU HF SU			265
Rhododendron grande Wight	332518-1	MA ME	[1, 4]		265
Rhododendron griersonianum Balf.f. & Forrest	332521-1	GS	[3]		265
Rhododendron griffithianum Wight	332522-1	GS	[3]		265
Rhododendron groenlandicum (Oeder) Kron & Judd	284230-2	ME	[4]		265
Rhododendron haematodes Franch.	332533-1	EU GS	[3]		265
Rhododendron heliolepis Franch.	332556-1	EU	[3]		265
Rhododendron hellwigii Warb.	332557-1	EU ME SU	[4]		265
Rhododendron hippophaeoides Balf.f. & W.W.Sm.	332575-1	EU	[3]		265
Rhododendron hirsutum L.	326360-2	MA ME	[1, 2, 4]		265
Rhododendron hodgsonii Hook.f.	332584-1	EU MA ME	[1, 3, 4]		265
Rhododendron impeditum Balf.f. & W.W.Sm.	332618-1	EU GS	[3]		265
Rhododendron indicum (L.) Sweet	1137397-2	EU	[3]		265
Rhododendron insigne Hemsl. & E.H.Wilson	332631-1	EU	[3]		265
Rhododendron irroratum Franch.	332644-1	EU MA	[1, 3]		265
Rhododendron keleticum Balf.f. & Forrest	332670-1	EU	[3]		265
Rhododendron keysii Nutt.	332675-1	EU	[3]		265
Rhododendron konori Becc.	332694-1	MA ME	[4, 5]		265
Rhododendron lacteum Franch.	332704-1	EU	[3]		265
m.diazgranados@kew.org if you have any comment. Database developed by RBG Kew -1234567890-abcdefghijklmnopqrstuvwxyz///\\\***	332720-1	EU	[3]		266
Rhododendron lepidotum Wall. ex G.Don	332747-1	ME	[4]		266
Rhododendron leucaspis Tagg	332759-1	GS	[3]		266
Rhododendron lindleyi T.Moore	332773-1	GS	[3]		266
Rhododendron lochiae F.Muell.	77160-3	ME	[4]		266
Rhododendron lowndesii Davidian	332802-1	ME	[4]		266
Rhododendron luteum Sweet	332817-1	GS	[3]		266
Rhododendron macgregoriae F.Muell.	332823-1	AF MA ME PO SU	[4, 5]		266
Rhododendron macrophyllum D.Don ex G.Don	332831-1	MA ME PO	[3, 4]		266
Rhododendron mariae Hance	332855-1	ME	[4]		266
Rhododendron maximum L.	219492-2	MA ME PO	[1, 3, 4]		266
Rhododendron menziesii Craven	77110702-1	ME	[4]		266
Rhododendron micranthum Turcz.	332879-1	ME	[4]		266
Rhododendron molle (Blume) G.Don	332902-1	ME	[3, 4]		266
Rhododendron moupinense Franch.	332918-1	GS	[3]		266
Rhododendron mucronatum (Blume) G.Don	332919-1	ME	[4]		266
Rhododendron mucronulatum Turcz.	332920-1	EU	[3]		266
Rhododendron multinervium Sleumer	332923-1	SU	[5]		266
Rhododendron neriiflorum Franch.	332948-1	EU	[3]		266
Rhododendron niveum Hook.f.	332967-1	EU	[3]		266
Rhododendron occidentale (Torr. & A.Gray) A.Gray	332991-1	GS ME PO	[3, 4]		266
Rhododendron orbiculare Decne.	333006-1	GS	[3]		266
Rhododendron oreites Sleumer	333010-1	AF	[5]		266
Rhododendron oreodoxa Franch.	333011-1	EU	[3]		266
Rhododendron oreotrephes W.W.Sm.	333012-1	EU	[3]		266
Rhododendron pachypodum Balf.f. & W.W.Sm.	333028-1	MA	[1]		266
Rhododendron pemakoense Kingdon-Ward	333057-1	EU	[3]		266
Rhododendron periclymenoides (Michx.) Shinners	219516-2	MA	[1]		266
Rhododendron polycladum Franch.	333111-1	EU	[3]		266
Rhododendron ponticum L.	333114-1	EU GS MA ME PO	[1, 3, 4]		266
Rhododendron przewalskii Maxim.	333155-1	ME	[4]		266
Rhododendron pulchrum Sweet	333175-1	EU	[3]		266
Rhododendron racemosum Franch.	333194-1	GS	[3]		266
Rhododendron rex H.Lév.	333220-1	EU	[3]		266
Rhododendron russatum Balf.f. & Forrest	333273-1	EU	[3]		266
Rhododendron saluenense Franch.	333285-1	EU	[3]		266
Rhododendron sanguineum Franch.	333287-1	EU	[3]		266
Rhododendron sargentianum Rehder & E.H.Wilson	333291-1	EU	[3]		266
Rhododendron schizostigma Sleumer	333305-1	HF	[5]		266
Rhododendron schlippenbachii Maxim.	333307-1	EU	[3]		266
Rhododendron selense Franch.	333324-1	EU	[3]		266
Rhododendron setosum D.Don	333339-1	ME	[4]		266
Rhododendron simsii Planch.	333359-1	EU GS ME	[3, 4]		266
Rhododendron sinogrande Balf.f. & W.W.Sm.	333363-1	EU	[3]		266
Rhododendron souliei Franch.	333377-1	EU	[3]		266
Rhododendron stevensianum Sleumer	333408-1	SU	[5]		266
Rhododendron strigillosum Franch.	333414-1	EU	[3]		266
Rhododendron sutchuenense Franch.	333433-1	EU GS	[3]		266
Rhododendron thomsonii Hook.f.	333478-1	GS ME	[3, 4]		266
Rhododendron tomentosum Harmaja	961622-1	EU MA ME	[4]		266
Rhododendron ultimum Wernham	333526-1	SU	[5]		266
Rhododendron vaccinioides Hook.f.	333535-1	ME	[4]		266
Rhododendron valentinianum Forrest ex Hutch.	333536-1	GS	[3]		266
Rhododendron veitchianum Hook.	333544-1	ME	[4]		266
Rhododendron vernicosum Franch.	333551-1	EU	[3]		266
Rhododendron versteegii J.J.Sm.	333554-1	HF MA SU	[5]		266
Rhododendron vidalii Rolfe	333565-1	ME	[4, 7]		266
Rhododendron viscosum (L.) Torr.	30006889-2	GS	[3]		266
Rhododendron wardii W.W.Sm.	333587-1	GS	[3]		266
Rhododendron wentianum Koord.	333596-1	SU			266
Rhododendron wightii Hook.f.	333600-1	MA	[1]		266
Rhododendron williamsianum Rehder & E.H.Wilson	333602-1	EU GS	[3]		266
Rhododendron yunnanense Franch.	333632-1	EU GS	[3]		266
Rhododendron zoelleri Warb.	333636-1	SU	[5]		266
Sphyrospermum buxifolium Poepp. & Endl.	858679-1	ME	[4]		266
Trochocarpa laurina R.Br.	325995-1	MA	[1]		266
Vaccinium acrobracteatum K.Schum.	858809-1	SU	[5]		267
Vaccinium albicans Sleumer	334227-1	MA			267
Vaccinium angustifolium Aiton	858831-1	GS HF ME	[3, 4]		267
Vaccinium apiculatum Sleumer	334246-1	EU	[5]		267
Vaccinium arboreum Marshall	317271-2	GS MA	[1, 3]		267
Vaccinium arctostaphylos L.	858839-1	EU GS HF ME	[1, 3, 4]		267
Vaccinium auriculifolium Sleumer	334263-1	MA			267
Vaccinium barbatum J.J.Sm.	334265-1	ME	[4, 5]		267
Vaccinium boreale I.V.Hall & Aalders	261799-2	GS	[3]		267
Vaccinium bracteatum Thunb.	858854-1	GS HF ME	[3, 4, 7]		267
Vaccinium caesariense Mack.	261804-2	GS	[3]		267
Vaccinium calycinum Sm.	858863-1	GS	[3]		267
Vaccinium cavendishioides Sleumer	334309-1	ME	[4, 5]		267
Vaccinium cespitosum Michx.	317272-2	GS			267
Vaccinium corymbosum L.	261823-2	EU GS HF MA ME	[1, 3, 4]		267
Vaccinium crassifolium Andrews	261841-2	EU ME	[3, 4]		267
Vaccinium crenatum (G.Don) Sleumer	261842-2	EU	[3]		267
Vaccinium cylindraceum Sm.	858895-1	GS	[3]		267
Vaccinium darrowii Camp	262082-2	GS	[3]		267
Vaccinium deliciosum Piper	261848-2	GS	[3]		267
Vaccinium dentatum Sm.	858902-1	GS	[3]		267
Vaccinium exaristatum Kurz	858926-1	MA	[1]		267
Vaccinium exul Bolus	858927-1	GS HF MA	[1, 8, 9]		267
Vaccinium floribundum Kunth	858930-1	HF	[3]		267
Vaccinium fragile Franch.	858936-1	ME	[4]		267
Vaccinium hirsutum Buckley	261886-2	GS	[3]		267
Vaccinium horizontale Sleumer	334440-1	AF	[5]		267
Vaccinium littoreum Miq.	858998-1	HF	[7]		267
Vaccinium macrocarpon Aiton	261912-2	GS HF ME	[3, 4]		267
Vaccinium madagascariense (Thouars ex Poir.) Sleumer	334508-1	GS HF	[8]		267
Vaccinium megalophyes Sleumer	334518-1	HF MA	[5]		267
Vaccinium membranaceum Douglas ex Torr.	859019-1	GS ME	[3, 4]		267
Vaccinium meridionale Sw.	859020-1	HF	[3]		267
Vaccinium microcarpum (Turcz. ex Rupr.) Schmalh.	60432533-2	ME	[4]		267
Vaccinium myrsinites Lam.	261931-2	GS ME	[3, 4]		267
Vaccinium myrtilloides Michx.	261935-2	GS HF ME	[3, 4]		267
Vaccinium myrtillus L.	30006039-2	AF GS HF IF MA ME	[1, 2, 3, 4]		267
Vaccinium myrtoides (Blume) Miq.	859049-1	HF	[7]		267
C.B.Clarke	859057-1	EU	[3]		267
Vaccinium ovalifolium Sm.	317273-2	GS MA ME	[3, 4]		267
Vaccinium ovatum Pursh	317276-2	GS ME	[3, 4]		267
Vaccinium oxycoccos L.	261956-2	GS HF ME	[3, 4]		267
Vaccinium pallidum Aiton	317268-2	GS ME	[3, 4]		267
Vaccinium parvifolium Sm.	317275-2	GS MA ME	[1, 3, 4]		267
Vaccinium prostratum Sleumer	334602-1	FU			267
Vaccinium quinquefidum J.J.Sm.	334618-1	FU	[5]		267
Vaccinium scoparium Leiberg ex Coville	262093-2	GS ME	[3, 4]		267
Vaccinium tenellum Aiton	317269-2	GS	[3]		267
Vaccinium uliginosum L.	30184367-2	GS HF ME	[3, 4]		267
Vaccinium varingiifolium (Blume) Miq.	859168-1	FU HF MA ME SU	[4, 5]		267
Vaccinium vitis-idaea L.	293975-2	GS HF ME	[1, 3, 4]		267
Vaccinium whitfordii Merr.	334747-1	HF	[7]		267
Vaccinium xerampelinum Sleumer	334756-1	HF	[5]		267
Zenobia pulverulenta (W.Bartram) Pollard	270903-2	EU	[3]		267
Fouquieria diguetii (Tiegh.) I.M.Johnst.	105427-2	EU MA	[9]	Fouquieriaceae	267
Fouquieria fasciculata (Willd. ex Roem. & Schult.) Nash	105428-2	MA ME	[4, 9]	Fouquieriaceae	267
Fouquieria formosa Kunth	827953-1	ME	[4, 10]	Fouquieriaceae	267
Fouquieria splendens Engelm.	105437-2	EU MA ME	[1, 3, 4]	Fouquieriaceae	267
Barringtonia acutangula (L.) Gaertn.	591177-1	FU HF MA ME PO	[1, 3, 4, 5, 7]	Lecythidaceae	267
Barringtonia apiculata Lauterb.	469055-1	FU MA PO	[5]	Lecythidaceae	267
Barringtonia asiatica (L.) Kurz	469061-1	AF EU FU GS HF IF MA ME PO	[1, 3, 4, 5,	Lecythidaceae	267
Barringtonia augusta Kurz	591184-1	MA	[1]		268
F.M.Bailey	77144132-1	FU MA ME	[4, 5]		268
Barringtonia calyptrocalyx K.Schum.	591189-1	HF PO	[5]		268
Barringtonia conoidea Griff.	591193-1	ME	[4]		268
Barringtonia edulis Seem.	591196-1	HF MA ME	[1, 4, 5]		268
Barringtonia fusiformis King	591199-1	HF	[7]		268
Barringtonia josephstaalensis W.N.Takeuchi	320400-2	PO	[5]		268
Barringtonia lanceolata (Ridl.) Payens	469106-1	MA	[1]		268
Barringtonia lauterbachii R.Knuth	469107-1	FU MA	[1, 5]		268
Barringtonia macrocarpa Hassk.	591210-1	MA ME PO	[1, 4, 7]		268
Barringtonia macrostachya (Jack) Kurz	469115-1	FU MA ME	[1, 4, 5, 7]		268
Barringtonia niedenzuana (K.Schum.) R.Knuth	469126-1	AF HF	[5]		268
Barringtonia novae-hiberniae Lauterb.	469127-1	HF	[5]		268
Barringtonia papuana Lauterb.	469132-1	EU PO SU	[5]		268
Barringtonia pendula (Griff.) Kurz	591218-1	MA	[1]		268
Barringtonia procera (Miers) R.Knuth	469140-1	EU HF	[3, 5]		268
Barringtonia racemosa (L.) Spreng.	155081-3	EU FU GS HF MA ME PO	[1, 3, 4, 5, 7, 8,		268
Barringtonia reticulata (Blume) Miq.	591224-1	ME	[4, 7]		268
Barringtonia samoensis A.Gray	591228-1	FU MA	[5]		268
Barringtonia sarcostachys (Blume) Miq.	591229-1	MA	[1]		268
Barringtonia scortechinii King	591231-1	HF ME	[4, 7]		268
Bertholletia excelsa Bonpl.	591270-1	GS HF MA ME	CWR		268
Brazzeia congoensis Baill.	833334-1	ME	[4]		268
Brazzeia soyauxii (Oliv.) Tiegh.	833341-1	ME	[4]		268
Careya arborea Roxb.	469163-1	AF FU HF MA ME PO	[1, 3, 4, 7]		268
Careya herbacea Roxb.	469166-1	ME	[4]		268
Cariniana estrellensis (Raddi) Kuntze	47516-2	MA	[1, 3]		268
Cariniana legalis (Mart.) Kuntze	592126-1	EU MA ME	[1, 3, 4, 9]		268
Cariniana pyriformis Miers	592127-1	MA	[1]		268
Chydenanthus excelsus (Blume) Miers	592198-1	FU ME PO	[4, 7]		268
Couratari guianensis Aubl.	592371-1	MA	[1, 3]		268
Couratari multiflora (Sm.) Eyma	469226-1	MA	[1]		268
Couratari oblongifolia Ducke & R.Knuth	67264-2	MA	[1]		268
Couratari pyramidata (Vell.) R.Knuth	67271-2	MA	[1]		268
Couroupita guianensis Aubl.	592385-1	EU MA ME	[1, 3, 4, 7]		268
Couroupita nicaraguarensis DC.	592389-1	MA	[1]		268
Eschweilera alata A.C.Sm.	97363-2	MA	[1]		268
Eschweilera coriacea (DC.) S.A.Mori	947902-1	MA	[1]		268
Eschweilera decolorans Sandwith	97390-2	MA	[1]		268
Eschweilera grandiflora (Aubl.) Sandwith	97401-2	MA	[1]		268
Eschweilera ovata (Cambess.) Mart. ex Miers	592619-1	MA ME	[1, 4]		268
Eschweilera pedicellata (Rich.) S.A.Mori	276907-2	MA	[1]		268
Eschweilera reversa Pittier	97452-2	MA	[1]		268
Eschweilera sagotiana Miers	592631-1	MA	[1]		268
Eschweilera subglandulosa (Steud. ex O.Berg) Miers	592638-1	MA	[1]		268
Eschweilera wachenheimii (Benoist) Sandwith	97477-2	MA	[1]		268
Foetidia mauritiana Lam.	596478-1	MA ME	[1, 4]		268
Foetidia rodriguesiana F.Friedmann	897772-1	ME	[4]		268
Grias cauliflora L.	596618-1	MA	[1]		268
Grias neuberthii J.F.Macbr.	113443-2	ME	[4, 12]		268
Grias peruviana Miers	113444-2	HF ME	[1, 4]		268
Gustavia augusta L.	114915-2	MA ME	[1, 4]		268
Gustavia hexapetala (Aubl.) Sm.	596743-1	MA ME	[1, 4]		268
Gustavia longifolia Poepp. ex O.Berg	114952-2	FU ME	[3, 4]		268
Gustavia speciosa (Kunth) DC.	596758-1	HF	[3]		268
Gustavia superba (Kunth) O.Berg	323304-2	MA	[1]		268
Lecythis chartacea O.Berg	597250-1	MA	[1]		268
Lecythis confertiflora (A.C.Sm.) S.A.Mori	279376-2	MA	[1]		268
Lecythis corrugata Poit.	597255-1	MA	[1]		268
Lecythis idatimon Aubl.	597269-1	MA	[1]		268
Lecythis lanceolata Poir.	597275-1	EU HF MA	[1, 3]		269
Lecythis lurida (Miers) S.A.Mori	136947-2	MA	[1]		269
Lecythis minor Jacq.	597290-1	ME	[4]		269
Lecythis ollaria Loefl.	77176926-1	HF MA ME PO	[1, 3, 4, 7]		269
Lecythis pisonis Cambess.	597315-1	EU HF MA ME	[1, 3, 4, 7, 9]		269
Lecythis tuyrana Pittier	136980-2	ME	[4]		269
Lecythis zabucajo Aubl.	597352-1	HF MA ME	[1, 3, 4]		269
Napoleonaea gossweileri Baker f.	469470-1	GS HF	[8]		269
Napoleonaea heudelotii A.Juss.	600384-1	EU GS HF MA ME PO	[4, 8, 11]		269
Napoleonaea imperialis P.Beauv.	469480-1	HF	[4, 8, 11]		269
Napoleonaea vogelii Hook. & Planch.	600389-1	EU FU GS HF MA ME PO SU	[4, 8, 11]		269
Oubanguia africana Baill.	834972-1	ME	[4]		269
Oubanguia alata Baker f.	834973-1	GS HF MA	[8]		269
Oubanguia laurifolia (Pierre) Tiegh.	608189-1	MA	[8]		269
Petersianthus macrocarpus (P.Beauv.) Liben	469487-1	FU MA ME PO	[1, 3, 4, 8, 11]		269
